1	1
2	406
5	697
6	217
7	75
8	86
9	635
10	1449
11	242
12	60
13	2510
14	245
15	446
16	867
17	112
18	480
19	872
20	1192
21	367
22	614
23	625
24	492
25	541
26	874
27	328
28	620
29	313
30	372
31	268
32	278
33	305
34	524
35	299
36	307
37	406
38	273
39	306
40	319
41	255
42	286
43	296
44	335
45	279
46	305
47	276
48	340
49	235
50	249
51	271
52	397
53	226
54	259
55	249
56	244
57	192
58	277
59	216
60	254
61	217
62	257
63	229
64	228
65	188
66	222
67	206
68	220
69	223
70	215
71	219
72	197
73	229
74	258
75	160
76	234
77	173
78	204
79	324
80	191
81	167
82	192
83	171
84	133
85	211
86	189
87	153
88	174
89	142
90	152
91	155
92	195
93	149
94	161
95	151
96	163
97	142
98	148
99	128
100	128
101	141
102	145
103	157
104	122
105	93
106	165
107	137
108	122
109	157
110	121
111	123
112	96
113	112
114	120
115	114
116	99
117	126
118	142
119	145
120	103
121	107
122	106
123	127
124	134
125	120
126	135
127	98
128	93
129	109
130	134
131	83
132	95
133	146
134	99
135	76
136	124
137	97
138	79
139	105
140	101
141	74
142	94
143	86
144	87
145	119
146	93
147	66
148	98
149	67
150	67
151	95
152	69
153	77
154	92
155	78
156	79
157	103
158	78
159	94
160	77
161	80
162	66
163	104
164	65
165	72
166	75
167	51
168	69
169	78
170	67
171	57
172	84
173	67
174	64
175	59
176	51
177	65
178	81
179	60
180	66
181	57
182	62
183	75
184	51
185	51
186	48
187	57
188	48
189	70
190	60
191	57
192	50
193	49
194	38
195	40
196	58
197	56
198	55
199	48
200	46
201	38
202	58
203	66
204	61
205	42
206	41
207	48
208	85
209	29
210	51
211	47
212	55
213	51
214	63
215	56
216	38
217	50
218	35
219	38
220	52
221	35
222	46
223	47
224	40
225	44
226	115
227	39
228	43
229	51
230	42
231	36
232	37
233	39
234	43
235	47
236	24
237	39
238	30
239	29
240	28
241	41
242	38
243	28
244	41
245	29
246	27
247	41
248	33
249	27
250	34
251	25
252	43
253	30
254	37
255	27
256	28
257	31
258	36
259	17
260	32
261	49
262	35
263	30
264	34
265	39
266	44
267	27
268	28
269	30
270	36
271	37
272	24
273	35
274	31
275	27
276	33
277	23
278	43
279	36
280	24
281	21
282	20
283	25
284	25
285	19
286	16
287	27
288	26
289	24
290	24
291	20
292	21
293	26
294	26
295	23
296	34
297	17
298	30
299	28
300	28
301	20
302	28
303	21
304	24
305	15
306	18
307	26
308	17
309	19
310	22
311	31
312	15
313	15
314	20
315	22
316	27
317	12
318	24
319	15
320	18
321	29
322	23
323	23
324	25
325	23
326	27
327	22
328	22
329	14
330	18
331	20
332	20
333	18
334	18
335	18
336	19
337	13
338	24
339	26
340	22
341	12
342	20
343	22
344	23
345	8
346	12
347	18
348	15
349	14
350	19
351	5
352	12
353	16
354	20
355	8
356	16
357	12
358	15
359	21
360	15
361	19
362	14
363	10
364	14
365	20
366	12
367	17
368	18
369	16
370	11
371	12
372	19
373	14
374	15
375	27
376	13
377	16
378	14
379	13
380	11
381	15
382	17
383	20
384	10
385	19
386	15
387	12
388	12
389	11
390	11
391	17
392	9
393	10
394	11
395	17
396	6
397	17
398	14
399	12
400	15
401	13
402	6
403	12
404	9
405	10
406	9
407	10
408	4
409	9
410	12
411	16
412	11
413	8
414	16
415	6
416	12
417	6
418	9
419	7
420	7
421	8
422	6
423	12
424	11
425	9
426	11
427	12
428	8
429	15
430	19
431	11
432	15
433	6
434	10
435	14
436	13
437	13
438	8
439	3
440	5
441	12
442	10
443	8
444	10
445	10
446	8
447	8
448	9
449	4
450	9
451	5
452	8
453	5
454	11
455	6
456	8
457	5
458	2
459	3
460	6
461	6
462	13
463	5
464	8
465	8
466	10
467	8
468	9
469	3
470	5
471	6
472	15
473	7
474	3
475	7
476	6
477	3
478	9
479	9
480	9
481	6
482	8
483	12
484	7
485	8
486	5
487	7
488	4
489	7
490	9
491	10
492	7
493	5
494	9
495	8
496	12
497	3
498	2
499	13
500	9
501	9
502	7
503	6
504	6
505	6
506	3
507	8
508	1
509	5
510	9
511	10
512	2
513	6
514	5
515	7
516	7
517	5
518	8
519	4
520	4
521	8
522	5
523	7
524	4
525	10
526	7
527	5
528	7
529	6
530	4
531	2
532	7
533	7
534	5
535	2
536	6
537	7
538	3
539	8
540	11
541	6
542	4
543	3
544	5
545	1
546	4
547	7
548	7
549	10
550	1
551	5
552	4
553	5
554	7
555	3
556	5
557	6
558	6
559	5
560	6
561	12
562	4
563	5
564	2
565	2
566	4
567	3
568	6
569	2
570	3
571	3
572	1
573	7
574	7
575	3
576	9
577	4
578	9
579	4
580	6
581	6
582	3
583	6
584	5
585	5
586	12
587	8
588	6
589	5
590	6
591	2
592	6
593	7
594	6
595	6
596	3
597	5
598	4
599	7
600	5
601	3
602	5
603	5
604	3
605	11
606	4
607	2
608	4
609	4
610	5
611	8
612	6
613	5
614	2
615	6
616	8
617	2
618	8
619	4
620	7
621	2
622	5
623	3
624	6
625	3
626	4
627	4
628	3
629	6
630	4
631	9
632	4
633	3
634	4
635	4
636	4
637	2
638	2
640	8
641	1
642	5
643	4
644	4
645	2
646	4
647	1
648	5
649	8
650	4
651	1
652	2
653	3
654	1
655	7
656	4
657	2
658	2
659	5
660	5
661	1
662	1
663	5
664	6
665	1
667	2
668	3
670	4
671	5
672	2
673	1
674	4
675	3
676	4
677	6
678	2
679	1
680	7
681	2
682	4
683	6
684	2
685	3
686	1
687	2
688	5
689	9
690	3
691	3
692	3
693	5
694	13
695	4
696	5
697	5
698	2
699	4
700	2
701	1
702	3
703	1
704	3
705	3
706	4
707	5
708	2
709	1
710	7
711	8
712	5
713	3
714	11
715	1
716	4
717	3
718	2
719	7
720	7
721	2
722	2
723	2
724	3
725	4
726	3
727	3
728	6
729	7
730	1
731	1
732	1
733	2
734	1
735	3
736	5
737	5
738	5
739	3
740	2
741	5
742	1
743	4
744	3
745	7
746	3
747	1
748	5
749	4
750	3
751	6
752	1
753	2
754	3
755	4
756	3
757	5
758	1
759	1
760	1
761	4
762	4
763	4
764	1
765	3
766	1
767	1
768	4
769	2
770	2
771	3
772	2
773	2
774	4
775	2
776	5
777	5
778	3
779	2
780	5
781	4
782	1
783	7
784	2
785	5
786	3
787	7
788	3
789	4
790	1
791	1
792	1
793	1
794	3
795	2
796	1
797	1
798	1
799	3
800	2
801	2
802	3
803	2
804	3
805	4
806	2
807	3
808	4
809	2
810	3
811	2
812	2
813	4
814	2
815	4
816	3
817	4
818	2
819	3
820	2
821	4
822	2
823	2
824	5
825	5
826	1
827	6
828	2
829	2
830	8
831	2
832	1
833	3
834	1
835	3
836	2
837	2
838	1
840	2
841	1
842	2
843	1
844	3
845	3
846	2
847	4
848	3
851	1
852	1
853	2
854	4
855	1
856	4
857	4
858	3
859	2
860	3
862	3
863	2
864	1
866	4
867	1
868	1
869	2
870	1
871	4
873	1
874	3
875	5
876	1
877	4
879	3
880	2
882	1
883	2
886	3
887	1
888	1
889	6
892	3
893	1
894	1
896	1
897	1
898	1
899	2
900	3
901	2
902	3
903	4
905	1
908	3
910	2
911	1
914	3
915	2
917	2
920	4
922	2
923	1
924	2
925	2
926	1
927	2
928	1
930	2
931	3
932	2
933	3
934	1
935	1
936	2
937	1
938	1
939	4
940	1
942	3
943	1
944	1
945	3
946	1
947	1
948	1
949	1
950	2
951	2
952	1
953	1
954	1
955	1
957	2
958	3
960	1
961	3
963	2
964	5
965	1
966	4
969	2
970	3
972	8
974	1
975	1
976	2
977	1
978	2
979	2
980	2
983	2
985	5
986	2
991	3
992	2
993	2
994	1
995	1
996	3
997	1
999	1
1000	1
1001	2
1003	2
1004	4
1006	2
1007	1
1010	2
1012	1
1013	2
1016	1
1017	1
1018	1
1019	2
1021	2
1022	2
1023	5
1025	1
1027	2
1030	3
1031	1
1033	2
1034	2
1035	3
1038	4
1040	1
1041	3
1042	1
1044	1
1045	2
1047	1
1049	1
1053	4
1054	3
1055	1
1056	1
1057	2
1058	1
1060	1
1061	1
1062	2
1063	2
1064	1
1065	1
1067	3
1068	2
1069	1
1070	1
1072	2
1075	1
1076	1
1078	1
1079	2
1081	3
1083	1
1085	1
1087	1
1088	1
1090	1
1094	1
1097	2
1098	1
1099	2
1101	1
1106	3
1107	1
1108	3
1109	1
1110	2
1111	1
1115	1
1118	1
1119	1
1120	2
1122	1
1123	1
1124	4
1125	1
1129	1
1131	1
1133	3
1134	3
1141	3
1142	2
1144	1
1146	3
1148	1
1149	1
1150	1
1151	1
1152	1
1155	1
1157	3
1159	1
1160	4
1161	2
1163	3
1164	1
1165	1
1166	2
1168	1
1170	1
1171	1
1172	1
1175	1
1176	2
1177	1
1179	1
1180	1
1183	1
1184	1
1187	1
1188	2
1190	1
1191	1
1192	1
1196	1
1198	2
1199	3
1200	1
1204	1
1209	1
1216	1
1218	1
1219	1
1220	2
1221	4
1223	1
1224	1
1230	1
1231	1
1232	1
1234	1
1236	1
1238	2
1239	2
1240	1
1242	1
1243	3
1244	2
1245	1
1246	1
1247	1
1248	4
1249	1
1252	1
1255	1
1256	1
1258	2
1259	3
1261	1
1264	1
1267	1
1268	1
1269	1
1270	2
1271	1
1276	1
1277	1
1281	1
1283	2
1285	2
1288	1
1289	1
1293	1
1296	1
1297	2
1298	3
1299	1
1301	1
1302	3
1307	2
1312	1
1319	2
1321	1
1324	1
1326	1
1330	2
1333	1
1334	1
1335	3
1336	7
1339	1
1340	2
1341	3
1345	2
1348	1
1362	1
1364	1
1367	1
1370	1
1375	1
1383	1
1384	1
1386	1
1387	2
1395	1
1399	1
1400	1
1405	1
1409	1
1412	1
1413	1
1414	1
1416	1
1420	1
1421	1
1423	1
1427	1
1428	1
1430	2
1431	1
1436	1
1438	1
1440	4
1445	1
1447	2
1450	1
1452	1
1459	1
1464	2
1467	1
1470	2
1472	1
1478	1
1484	1
1491	1
1497	1
1499	1
1501	1
1502	1
1503	3
1504	1
1506	1
1517	1
1520	1
1525	1
1527	1
1529	2
1532	1
1533	1
1535	1
1536	2
1544	1
1552	2
1554	1
1556	1
1557	1
1558	2
1560	1
1563	1
1568	1
1573	1
1577	2
1579	1
1580	1
1581	1
1582	1
1584	1
1585	1
1588	1
1595	1
1612	1
1613	1
1618	1
1625	1
1628	1
1634	1
1641	2
1648	1
1649	1
1673	1
1678	1
1679	1
1701	2
1707	1
1709	1
1722	1
1725	1
1737	1
1738	3
1744	2
1746	1
1752	1
1753	2
1755	1
1759	1
1763	1
1774	3
1777	1
1779	1
1790	1
1806	1
1817	1
1834	1
1837	1
1843	1
1845	1
1860	1
1868	3
1872	1
1873	1
1883	1
1892	1
1901	1
1910	1
1918	1
1931	1
1969	1
1978	1
1992	1
1998	1
1999	1
2000	1
2006	1
2025	1
2026	1
2032	1
2039	1
2049	1
2061	1
2064	1
2079	1
2087	1
2104	1
2108	1
2109	2
2111	1
2116	1
2123	1
2127	1
2136	1
2138	1
2149	3
2170	1
2179	1
2182	1
2183	1
2184	3
2185	1
2186	1
2191	1
2196	1
2209	1
2215	1
2220	1
2227	1
2229	2
2234	1
2239	1
2240	1
2242	2
2249	1
2260	1
2261	1
2267	2
2275	1
2279	1
2294	3
2298	1
2310	1
2313	1
2317	1
2331	1
2342	1
2373	2
2383	2
2384	1
2385	1
2430	1
2456	1
2464	1
2471	1
2484	1
2488	1
2508	1
2518	1
2528	1
2536	1
2542	1
2558	1
2570	1
2571	1
2588	1
2618	1
2649	1
2677	1
2709	1
2719	1
2730	2
2742	1
2746	1
2770	3
2849	1
2855	1
2865	1
2887	1
2917	1
2934	1
2961	1
2990	1
3006	1
3041	1
3061	1
3085	1
3127	1
3133	1
3174	1
3274	1
3316	1
3335	1
3337	1
