afferentCoupling,bugs,commentWeight,cyclomaticComplexity,dc,difficulty,efferentCoupling,effort,instability,intelligentContent,lcom,length,loc,logicalLoc,maintainabilityIndex,maintainabilityIndexWithoutComment,myerDistance,noc,noc-anon,noca,nocc,noi,nom,operators,rdc,rsc,rsysc,sc,sysc,time,vocabulary,volume
0,0.16,43.41,1,5.5,6.79,2,3200.24,1,69.46,5,88,89,15,98.9,55.49,0,1,0,0,1,0,5,0,1.1,0.6,1.7,3,8.5,178,41,471.46
0,0.16,43.94,1,6,6.05,2,2863.44,1,78.35,1,89,75,12,101.53,57.59,0,1,0,0,1,0,5,0,1.2,0.4,1.6,2,8,159,40,473.65
0,0.16,0,1,0,5.27,2,2604.17,1,93.84,2,98,34,11,58.28,58.28,0,1,0,0,1,0,4,0,0,1,1,4,4,145,33,494.35
0,0.08,25.75,2,0,5.29,2,1197.41,1,42.72,1,50,41,7,90.56,64.81,0,1,0,0,1,0,1,0,0,4,4,4,4,67,23,226.18
0,0.09,34.49,1,1,4.09,1,1050.4,1,62.76,1,54,29,4,104.35,69.86,0,1,0,0,1,0,1,0,1,1,2,1,2,58,27,256.76
0,0.05,38.99,1,1.5,2.67,1,428.11,1,60.2,3,36,30,6,106.44,67.45,0,1,0,0,1,0,3,0,0.5,0.67,1.17,2,3.5,24,22,160.54
0,0.05,0,1,1,2.05,3,320.37,1,76.04,1,35,16,6,67.53,67.53,0,1,0,0,1,0,1,0,1,9,10,9,10,18,22,156.08
0,0.04,0,2,0,3.14,3,406.27,1,41.13,1,31,16,5,69.7,69.7,0,1,0,0,1,0,1,0,0,9,9,9,9,23,18,129.27
0,0.14,38.68,3,0.83,9.68,3,3953.55,1,42.19,2,79,46,12,96.45,57.77,0,1,0,0,1,0,2,0,0.42,6.5,6.92,13,13.83,220,36,408.42
0,0.13,31.94,1,0,26,0,10452,0,15.46,0,134,45,26,82.7,50.76,0,0,0,0,0,0,0,0,0,0,0,0,0,581,8,402
0,0.09,38.99,1,1.33,5.78,2,1592.65,1,47.75,3,58,48,8,102.07,63.08,0,1,0,0,1,0,3,0,0.44,2,2.44,6,7.33,88,27,275.78
0,0.24,40.78,1,2.92,9.7,4,7065.47,1,75.14,6,136,95,18,93.22,52.44,0,1,0,0,1,0,6,0,0.49,5.17,5.65,31,33.92,393,41,728.63
0,0.23,39.74,1,2.5,7.93,5,5563.11,1,88.54,6,131,91,19,91.78,52.04,0,1,0,0,1,0,6,0,0.42,4.67,5.08,28,30.5,309,41,701.84
