afferentCoupling,bugs,commentWeight,cyclomaticComplexity,dc,difficulty,efferentCoupling,effort,instability,intelligentContent,lcom,length,loc,logicalLoc,maintainabilityIndex,maintainabilityIndexWithoutComment,myerDistance,noc,noc-anon,noca,nocc,noi,nom,operators,rdc,rsc,rsysc,sc,sysc,time,vocabulary,volume
0,0.07,47.74,9,0,7.38,0,1492.04,0,27.36,0,46,73,5,115.14,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,83,21,202.05
0,3.57,39.23,158,0,70.97,0,760336.43,0,150.95,0,1528,1059,139,43.01,3.78,30,0,0,0,0,0,0,30,0,0,0,0,0,42241,129,10713.16
0,3.82,37.34,115,57,84.64,0,970049.83,0,135.4,6,1632,847,121,48.02,10.68,14,1,0,0,1,0,16,14,3.56,0,3.56,0,57,53892,130,11460.5
0,6.59,41.24,205,166,88.34,0,1747663.78,0,223.97,25,2532,1605,221,41.24,0,37,1,0,0,1,0,52,37,3.19,0,3.19,0,166,97092,225,19784.49
0,2.97,39.98,77,67,74,0,659035.38,0,120.35,8,1209,1059,138,55.29,15.31,8,1,0,0,1,0,25,8,2.68,0,2.68,0,67,36613,165,8905.88
0,0.64,43.9,32,0,30.26,0,58297.08,0,63.65,0,303,303,38,82.13,38.23,0,0,0,0,0,0,0,0,0,0,0,0,0,3239,82,1926.34
1,0.84,43.61,22,25,25.86,2,65140.77,0.67,97.41,1,389,327,39,82.13,38.52,7,1,0,0,1,0,11,7,2.27,0.36,2.64,4,29,3619,89,2519.06
0,2.07,43.44,53,59.5,41.82,1,259890.31,1,148.61,16,868,697,89,67.23,23.79,11,1,0,0,1,0,29,11,2.05,0.03,2.09,1,60.5,14438,143,6214.77
0,2.05,39.36,70,0,36.59,0,225419.07,0,168.38,0,825,640,90,60.78,21.42,8,0,0,0,0,0,0,8,0,0,0,0,0,12523,177,6160.77
0,3.76,40.62,95,48,62.85,0,708196.7,0,179.31,2,1441,921,178,50.38,9.76,22,1,0,0,1,0,19,22,2.53,0,2.53,0,48,39344,226,11268.88
0,1.23,39.53,32,0,44.16,0,163051.06,0,83.59,0,530,205,63,71,31.47,10,0,0,0,0,0,0,10,0,0,0,0,0,9058,125,3691.87
